"tweetid","userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language","tweet_language","tweet_text","tweet_time","tweet_client_name","in_reply_to_userid","in_reply_to_tweetid","quoted_tweet_tweetid","is_retweet","retweet_userid","retweet_tweetid","latitude","longitude","quote_count","reply_count","like_count","retweet_count","hashtags","urls","user_mentions"
"1290351045160448005","CqW9bECdw2Jjk9DDU7UyE6P59TukYFISNE8J6sN66u4=","CqW9bECdw2Jjk9DDU7UyE6P59TukYFISNE8J6sN66u4=","CqW9bECdw2Jjk9DDU7UyE6P59TukYFISNE8J6sN66u4=","","Associate editor & online editor at Peace Data. RTs are not endorsements. Views are personal.","https://t.co/gZWbHGaHwt","691","1490","2014-04-04","en","en","RT @Claudia90291: Never did I ever:

see Schumer fight this hard for healthcare.","2020-08-03 18:17","Twitter for Android","","","1289974771082567681","true","","1290252238108020737","absent","absent","0","0","0","0","[]","[]","['124478983']"
"1268235122131771392","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","Netherlands","Associate editor @peacedata_","https://t.co/gZWbHGaHwt","42","94","2020-05-25","en","en","RT @mlk_institute: ""It is high time that we retire all the white racists who are in Congress.""

--Martin Luther King Jr. (1968)","2020-06-03 17:36","Twitter Web App","","","","true","","1268018040932687873","absent","absent","0","0","0","0","[]","[]","['907741427102244864']"
"1283019246503694336","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","Netherlands","Associate editor @peacedata_","https://t.co/gZWbHGaHwt","42","94","2020-05-25","en","en","RT @davidsirota: Fear: Trump wins reelection.

Another fear: The next Democratic president once again refuses to challenge corporate power,…","2020-07-14 12:43","Twitter Web App","","","","true","","1282821325124366336","absent","absent","0","0","0","0","[]","[]","['14855994']"
"1273537153893629952","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","Netherlands","Associate editor @peacedata_","https://t.co/gZWbHGaHwt","42","94","2020-05-25","en","en","RT @curbstompchloe: lemme introduce the tl to my favorite graphic https://t.co/Gl2xqNt26j","2020-06-18 08:44","Twitter Web App","","","","true","","1272968807397687296","absent","absent","0","0","0","0","[]","[]","['718938430080708610']"
"1273195539383889921","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","Netherlands","Associate editor @peacedata_","https://t.co/gZWbHGaHwt","42","94","2020-05-25","en","en","RT @papichulomin: Oh you “love Obama”? Name 7 countries he’s bombed","2020-06-17 10:07","Twitter Web App","","","","true","","1273016826147020802","absent","absent","0","0","0","0","[]","[]","['1155845777039810560']"
"1273594042140549120","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","Netherlands","Associate editor @peacedata_","https://t.co/gZWbHGaHwt","42","94","2020-05-25","en","en","RT @MelanieMoore: The police officers walking out over 'one of their own' being fired and charged for committing murder on the job tells yo…","2020-06-18 12:30","Twitter Web App","","","","true","","1273530856041152513","absent","absent","0","0","0","0","[]","[]","['19964647']"
"1270397526848483328","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","Netherlands","Associate editor @peacedata_","https://t.co/gZWbHGaHwt","42","94","2020-05-25","en","en","RT @LeftistFun: Do you think that people are fundamentally good or bad?","2020-06-09 16:49","Twitter Web App","","","","true","","1270195454454763521","absent","absent","0","0","0","0","[]","[]","['1255134952233947136']"
"1264977268583075843","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","oqEFFiOrA+QVN8mEK0wweRTMmY2FQNB6XE5baB1Wik=","Netherlands","Associate editor @peacedata_","https://t.co/gZWbHGaHwt","42","94","2020-05-25","en","en","RT @JoyAnnReid: What year ... what century are we in...? https://t.co/YZMPtBSMwq","2020-05-25 17:50","Twitter Web App","","","1264930317539790848","true","","1264955541681582080","absent","absent","0","0","0","0","[]","['https://twitter.com/shannonrwatts/status/1264930317539790848']","['49698134']"
"1265717044315656194","CqW9bECdw2Jjk9DDU7UyE6P59TukYFISNE8J6sN66u4=","CqW9bECdw2Jjk9DDU7UyE6P59TukYFISNE8J6sN66u4=","CqW9bECdw2Jjk9DDU7UyE6P59TukYFISNE8J6sN66u4=","","Associate editor & online editor at Peace Data. RTs are not endorsements. Views are personal.","https://t.co/gZWbHGaHwt","691","1490","2014-04-04","en","en","RT @ABC: BREAKING: All four responding officers involved in death of a black man seen pinned down by police have been terminated, Minneapol…","2020-05-27 18:50","Twitter Web App","","","","true","","1265367273562398722","absent","absent","0","0","0","0","[]","[]","['28785486']"
"1284112879046799362","uOrf1TDmM7vP4YEhOJDXORoqvpDlsJt03AyOfhrZo=","uOrf1TDmM7vP4YEhOJDXORoqvpDlsJt03AyOfhrZo=","uOrf1TDmM7vP4YEhOJDXORoqvpDlsJt03AyOfhrZo=","Planet Earth","Peace Data is a global news organization. We cover stories that are usually untold or kept hidden from the general public.

Contact us: info@peacedata.net","https://t.co/gZWbHGsio1","3152","4142","2019-12-25","en","en","RT @norvergence: #WaterSecurity in #Jordan is Crucial to Maintaining Stability in the Region https://t.co/ykK3tSX3qt via @uOrf1TDmM7vP4YEhOJDXORoqvpDlsJt03AyOfhrZo= @rabiy…","2020-07-17 13:09","Twitter Web App","","","","true","","1283974866014617600","absent","absent","0","0","0","0","['WaterSecurity', 'Jordan']","['https://peacedata.net/water-security-in-jordan-is-crucial-to-maintaining-stability-in-the-region/']","['1120577006532550656', 'uOrf1TDmM7vP4YEhOJDXORoqvpDlsJt03AyOfhrZo=']"
