"tweetid","userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language","tweet_language","tweet_text","tweet_time","tweet_client_name","in_reply_to_userid","in_reply_to_tweetid","quoted_tweet_tweetid","is_retweet","retweet_userid","retweet_tweetid","latitude","longitude","quote_count","reply_count","like_count","retweet_count","hashtags","urls","user_mentions"
"1205795346670137344","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @mrBenPeter: Wadau jaman nisaidien na Mimi jaman nifikishe hii kitu, nijinyakulie jamn please 

#infinix5S
#S5showitoff 

Like and retwe…","2019-12-14 10:23","Twitter for Android","","","1.2057693147013284e+18","True","","1.205788763231867e+18","absent","absent","0","0","0","0","['infinix5S', 'S5showitoff']","[]","['1194129505700515840']"
"1189594802234544128","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","tl","RT @ManenoIzaak: Unikome 😁😁😁Aisee Mwanaume Huwa Anaongea Mara Moja Tu","2019-10-30 17:27","Twitter for Android","","","","True","","1.1895935960868905e+18","absent","absent","0","0","0","0","[]","[]","['2879039050']"
"1192060989367341057","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @ManenoIzaak: Bwana Humphrey Nchi Hii Nadhani Hakuna Haja Ya Vyama Vya Upinzani ""CCM Yetu Inatosha Ee ""

 Maana Kuna Mitaa Karibu Mingi…","2019-11-06 12:47","Twitter for Android","","","1.1920115594821345e+18","True","","1.1920601667049677e+18","absent","absent","0","0","0","0","[]","[]","['2879039050']"
"1150521274260709378","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @ManenoIzaak: Wafia Chama, Watukanaji Endeleeni Tu Kutukana Wapinzani Wenu Kisiasa Halafu Kesho Wao Wakigeuka Na Kuunga Mkono Juhudi Wan…","2019-07-14 21:43","Twitter for Android","","","","True","","1.1502685153094902e+18","absent","absent","0","0","0","0","[]","[]","['2879039050']"
"1148587923190796288","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @ManenoIzaak: Sometimes Kama Unapenda, Penda Ila Usipende Mpaka Unaempenda Akakuona Kama Unashida Sana Na Mapenzi Yake.

Kwa Sababu Kuna…","2019-07-09 13:41","Twitter for Android","","","","True","","1.1485759728469484e+18","absent","absent","0","0","0","0","[]","[]","['2879039050']"
"1141594236116226048","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @ManenoIzaak: Ikiwa leo Wananchi Tukaamua Wenyewe Kudai Katiba Mpya  Hakuna Kitakachoshindikana Naamini. 

Kuwategemea Wanasiasa Kwenye…","2019-06-20 06:30","Twitter for Android","","","","True","","1.1415901381428101e+18","absent","absent","0","0","0","0","[]","[]","['2879039050']"
"1146007626322501632","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","tl","RT @ManenoIzaak: Ndugu Wakiwa Na Tatizo Unaweza Kulifanya Kama la Kwako Kwa Sababu Kidogo Una Uwezo Wa Kulimudu Tatizo Lao. 

Ila Wewe Ukiw…","2019-07-02 10:48","Twitter for Android","","","","True","","1.1460021759712748e+18","absent","absent","0","0","0","0","[]","[]","['2879039050']"
"1147381008473477120","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @ManenoIzaak: Kazi Ya Kambi Rasmi Ya Upinzani Bungeni Ni Kutoa Mawazo Mbadala Pekee? Haisimamii Wabunge Wake Pale Wanaposhindwa Kufika B…","2019-07-06 05:45","Twitter for Android","","","1.1471120946906644e+18","True","","1.1471143522622423e+18","absent","absent","0","0","0","0","[]","[]","['2879039050']"
"1161181427398053888","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @ManenoIzaak: Sikuhizi Mwizi Hata Akiniibia Kijiko Tu Tayari Anakua Kanirudisha Nyuma Hatua Kadhaa. 

Nikimkuta Mwizi Anapigwa Na Imethi…","2019-08-13 07:43","Twitter for Android","","","","True","","1.1611730781200507e+18","absent","absent","0","0","0","0","[]","[]","['2879039050']"
"1150028647622938627","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","tl","RT @ManenoIzaak: Mwanaume Mweye Wivu Sana Na Mkewe. 

Ndio Mwanaume Anae Cheat Sana Kuliko Yule Ambae Hana Wivu. 

Sometimes Tuwe Wakweli T…","2019-07-13 13:06","Twitter for Android","","","","True","","1.1499332113524695e+18","absent","absent","0","0","0","0","[]","[]","['2879039050']"
