"tweetid","userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language","tweet_language","tweet_text","tweet_time","tweet_client_name","in_reply_to_userid","in_reply_to_tweetid","quoted_tweet_tweetid","is_retweet","retweet_userid","retweet_tweetid","latitude","longitude","quote_count","reply_count","like_count","retweet_count","hashtags","urls","user_mentions"
"1366368795007320073","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=: ""Nimepokea taarifa ya kamati ambayo imethibitisha uwepo wa uzembe na kutojali ktk usimamizi wa mfumo wa ugavi wa bidhaa za…","2021-03-01 12:44","Twitter for Android","","","","True","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","1.366367427953582e+18","absent","absent","0","0","0","0","[]","[]","['7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=']"
"1388391507997208578","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=: Rais wa Jamhuri ya Muungano wa Tanzania Mhe. @SuluhuSamia  leo atahudhuria Kama mgeni Rasmi katika Maazimisho ya siku ya W…","2021-05-01 07:15","Twitter for Android","","","","True","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","1.3883913666029322e+18","absent","absent","0","0","0","0","[]","[]","['7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=', '2652554565']"
"1388447746361892865","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=: ""Serikali imeamua kufuta asilimia 6 ya deni kutoka kwa wanufaika wa Bodi ya Mikopo ya Elimu ya Juu na makato ya asilimia 1…","2021-05-01 10:58","Twitter for Android","","","","True","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","1.388447708327854e+18","absent","absent","0","0","0","0","[]","[]","['7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=']"
"1371512486873210880","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @mwigulunchemba1: KWA WANAOROPOKAROPOKA, NA WANAOSAMBAZA UZUSHI, WANAKIUKA SHERIA ZETU WENYEWE KIFUNGU CHA 89  cha Penal Code na KIFUNGU…","2021-03-15 17:23","Twitter Web App","","","","True","","1.3714958438916751e+18","absent","absent","0","0","0","0","[]","[]","['1872561842']"
"1388054200333000704","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=: Mara baada ya Rais  @SuluhuSamia kuchaguliwa kuwa mwenyekiti wa @ccm_tanzania (CCM), ataongoza kikao cha kwanza cha Halmas…","2021-04-30 08:54","Twitter for Android","","","","True","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","1.388048487909036e+18","absent","absent","0","0","0","0","[]","[]","['7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=', '2652554565', '266127553']"
"1366368787784687619","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=: @MariaSarungiTshei amekua Mgaa gaa pia mfa maji Tangu aaaze kulipwa na mission zake za kipumbavu kupotosha na Kumchafua Ra…","2021-03-01 12:44","Twitter for Android","","","1.3663556290325053e+18","True","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","1.3663662561154458e+18","absent","absent","0","0","0","0","[]","[]","['7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=']"
"1366368802691313665","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=: Waziri wa Kilimo Prof. Adolf Mkenda akiongea na Waandishi wa Habari mjini Moshi ambapo amesema makundi ya nzige yameendele…","2021-03-01 12:44","Twitter for Android","","","","True","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","1.3663668685047767e+18","absent","absent","0","0","0","0","[]","[]","['7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=']"
"1389217997986934784","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","et","RT @7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=: Mhe. Rais wa Jamhuri ya Muungano wa Tanzania Mhe. Samia Suluhu Hassan amekutana na Rais mstaafu wa Nigeria Mhe. Olusegun O…","2021-05-03 13:59","Twitter for Android","","","","True","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","1.3892157472311665e+18","absent","absent","0","0","0","0","[]","[]","['7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=']"
"1377254103085105157","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=: Jabali la @ccm_tanzania @ccm_zanzibar https://t.co/dlFkYTyQNw","2021-03-31 13:39","Twitter Web App","","","","True","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","1.3772540295590093e+18","absent","absent","0","0","0","0","[]","[]","['7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=', '266127553', '3083363914']"
"1386553273256136705","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en","in","RT @7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=: Mwenyekiti wa @ccm_tanzania mtarajiwa Mh @SuluhuSamia kama wanachama wa chama cha mapinduzi tupo pamoja nawe na tutasimama…","2021-04-26 05:30","Twitter for Android","","","","True","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","1.3865531831835156e+18","absent","absent","0","0","0","0","[]","[]","['7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=', '266127553', '2652554565']"
