"tweetid","userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language","tweet_language","tweet_text","tweet_time","tweet_client_name","in_reply_to_userid","in_reply_to_tweetid","quoted_tweet_tweetid","is_retweet","retweet_userid","retweet_tweetid","latitude","longitude","quote_count","reply_count","like_count","retweet_count","hashtags","urls","user_mentions"
"365082069254156288","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","","","","51","398","2013-07-01","en","en","RT @rangamberi: Hon. Chinos at ZPF HQ earlier today, celebrating the four-thirds majority &gt;&gt;&gt; pic via @CdeMarcKatsaura http://t.co/KBF6omso…","2013-08-07 12:08","web","","","","True","","3.650809054019133e+17","absent","absent","0","0","0","0","","","['65453567', '1541028344']"
"376047909948882945","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","","","","51","398","2013-07-01","en","en","RT @UNPeacekeeping: AU-#UN Mission in #Darfur recovers body of one of four missing peacekeepers swept away by floods http://t.co/OdB4aNllE6…","2013-09-06 18:23","Mobile Web (M2)","","","","True","","3.760296140718736e+17","absent","absent","0","0","0","0","['UN', 'Darfur']","['http://ow.ly/oDnGq']","['46003622']"
"351787481710080000","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","","","","51","398","2013-07-01","en","en","friends and family","2013-07-01 19:40","Mobile Web (M2)","","","","False","","","absent","absent","0","0","0","0","[]","[]","[]"
"367163408715485184","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","","","","51","398","2013-07-01","en","en","pliz, lord have mercy on ZIFA.","2013-08-13 05:59","web","","","","False","","","absent","absent","0","0","1","0","","","[]"
"369350035411988481","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","","","","51","398","2013-07-01","en","en","ZIM 0, ZAM 0. Are we going to make it in Zambia. Lets just hope and pray","2013-08-19 06:48","web","","","","False","","","absent","absent","0","0","0","0","","","[]"
"353418303718440961","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","","","","51","398","2013-07-01","en","en","Zifa hunting for a local coach http://t.co/vuht43MJKM via @sharethis","2013-07-06 07:41","tweetbutton","","","","False","","","absent","absent","0","0","0","0","[]","['http://shar.es/A6OUP']","['14116807']"
"360121265152991234","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","","","","51","398","2013-07-01","en","tl","RIP - SISTER CHIWONISO, GONE TOO  SOON.","2013-07-24 19:36","Mobile Web (M2)","","","","False","","","absent","absent","0","0","0","0","","","[]"
"398087868326748161","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","","","","51","398","2013-07-01","en","en","I think sex workers toil more than anyone to get their reward...sleeping with a stranger, risks in the profession...this is not easy money","2013-11-06 14:01","web","","","","False","","","absent","absent","0","1","0","0","","","[]"
"359397335089954816","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","","","","51","398","2013-07-01","en","en","inga ma1......vana varikungozvarwa everyday.......whats all this noise about","2013-07-22 19:39","Mobile Web (M2)","","","","False","","","absent","absent","0","0","0","0","[]","[]","[]"
"361107633551314944","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","FDAiQiDNukYhjuXtuoj8oXCk9DaeuDk6dWKCID+Kscc=","","","","51","398","2013-07-01","en","en","I am confused when people discourage others from talking about HIV, its an important subject","2013-07-27 12:55","Mobile Web (M2)","","","","False","","","absent","absent","0","0","0","0","","","[]"
