"tweetid","userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language","tweet_language","tweet_text","tweet_time","tweet_client_name","in_reply_to_userid","in_reply_to_tweetid","quoted_tweet_tweetid","is_retweet","retweet_userid","retweet_tweetid","latitude","longitude","quote_count","reply_count","like_count","retweet_count","hashtags","urls","user_mentions"
"124897132485427200","240890887","El vaquero político","vaqueropolitico","Hermosillo, Son.","Ni chairos ni fifís, aquí se manda a chingar a su madre parejo, así que no digas una pendejada. No mensajes directos.","","17029","51","2011-01-21","es","","RT @YoshiJosue: @J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s= no me lo pierdo","2011-10-14 17:19","web","","","","True","","1.2486535429502566e+17","absent","absent","0","0","0","0","","","['264083364', 'J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s=']"
"124897116987461633","240890887","El vaquero político","vaqueropolitico","Hermosillo, Son.","Ni chairos ni fifís, aquí se manda a chingar a su madre parejo, así que no digas una pendejada. No mensajes directos.","","17029","51","2011-01-21","es","","RT @YoshiJosue: En @venga_alegria hablan de @J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s=","2011-10-14 17:19","web","","","","True","","1.2486578605667533e+17","absent","absent","0","0","0","0","","","['264083364', '179958120', 'J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s=']"
"110851651782455297","240890887","El vaquero político","vaqueropolitico","Hermosillo, Son.","Ni chairos ni fifís, aquí se manda a chingar a su madre parejo, así que no digas una pendejada. No mensajes directos.","","17029","51","2011-01-21","es","","RT @medrano_mtz: @J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s=  jee jueee jee a reir  hoy","2011-09-05 23:07","Sprout Social","","","","True","","1.1073438185699738e+17","absent","absent","0","0","0","0","","","['365005428', 'J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s=']"
"124897189574086656","240890887","El vaquero político","vaqueropolitico","Hermosillo, Son.","Ni chairos ni fifís, aquí se manda a chingar a su madre parejo, así que no digas una pendejada. No mensajes directos.","","17029","51","2011-01-21","es","","RT @Kingz92Moises: @J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s= HOLA BUENAS TARDESSIEMPRE ME GUSTA VER EL PROGRAMA DE DDC","2011-10-14 17:19","web","","","","True","","1.2353845149159424e+17","absent","absent","0","0","0","0","","","['387940512', 'J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s=']"
"124897284101128192","240890887","El vaquero político","vaqueropolitico","Hermosillo, Son.","Ni chairos ni fifís, aquí se manda a chingar a su madre parejo, así que no digas una pendejada. No mensajes directos.","","17029","51","2011-01-21","es","","RT @eltioflavio: Órale sigan a @J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s= los datos más impresionantes y curiosos...","2011-10-14 17:20","web","","","","True","","1.2202790259747635e+17","absent","absent","0","0","0","0","","","['379579451', 'J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s=']"
"124897175628025856","240890887","El vaquero político","vaqueropolitico","Hermosillo, Son.","Ni chairos ni fifís, aquí se manda a chingar a su madre parejo, así que no digas una pendejada. No mensajes directos.","","17029","51","2011-01-21","es","","RT @alralopez06: @J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s= hola como estan es un gusto seguir a dificil de creer","2011-10-14 17:19","web","","","","True","","1.2358306829972275e+17","absent","absent","0","0","0","0","","","['388613145', 'J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s=']"
"144066718388588544","429477991","Yamile Kaim الحياة والحب","yamilekaim","Veracruz","#الحياة
Relaciones internacionales. Egresada de la UMAD. Soy antipendejos, así que si te la miento ya sabes. NO MD!!!","","7589","1748","2011-12-06","es","","RT @tvaztecaoficial: Checa las fechas de casting para @kbNmGjiiUM1H2JM87sCoNrRufKhEHQ2b4zHezdHCX0U= aquí y prepárate: http://t.co/FrHAnqjs","2011-12-06 14:52","web","","","","True","","1.4405874186258022e+17","absent","absent","0","0","0","0","","['http://bit.ly/sauxRD']","['140217673', 'kbNmGjiiUM1H2JM87sCoNrRufKhEHQ2b4zHezdHCX0U=']"
"126362205536006144","240890887","El vaquero político","vaqueropolitico","Hermosillo, Son.","Ni chairos ni fifís, aquí se manda a chingar a su madre parejo, así que no digas una pendejada. No mensajes directos.","","17029","51","2011-01-21","es","","RT @thoor1978: @J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s= ORALE BUENA INFORMACION","2011-10-18 18:21","Sprout Social","","","","True","","1.2631786453272166e+17","absent","absent","0","0","0","0","","","['336835833', 'J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s=']"
"110851842145136640","240890887","El vaquero político","vaqueropolitico","Hermosillo, Son.","Ni chairos ni fifís, aquí se manda a chingar a su madre parejo, así que no digas una pendejada. No mensajes directos.","","17029","51","2011-01-21","es","","RT @melyvazley: @J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s= Sigando viendo dificil de creer con reportajes muy interesantes!!!!!!!!!ME ENCANTA!!!!!!","2011-09-05 23:08","Sprout Social","","","","True","","1.0724278691443507e+17","absent","absent","0","0","0","0","","","['173985112', 'J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s=']"
"110851695654875136","240890887","El vaquero político","vaqueropolitico","Hermosillo, Son.","Ni chairos ni fifís, aquí se manda a chingar a su madre parejo, así que no digas una pendejada. No mensajes directos.","","17029","51","2011-01-21","es","","RT @mikykappa: viendo: @J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s=","2011-09-05 23:07","Sprout Social","","","","True","","1.0982817534902272e+17","absent","absent","0","0","0","0","","","['135518505', 'J34OVIQnhNUKlu61gcWfSMl8k3vmgbISNVaLrJD8Z5s=']"
